run	biosample	rank	n_pathogens	n_cryptic	coinfection	declared_taxids	declared_names	stress	setting	coinf_intent
SRR36910197	SAMN54710546	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910197	SAMN54710546	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910200	SAMN54710609	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910200	SAMN54710609	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910201	SAMN54710608	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910201	SAMN54710608	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910202	SAMN54710545	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910202	SAMN54710545	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910203	SAMN54710607	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910203	SAMN54710607	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910204	SAMN54710606	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910204	SAMN54710606	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910206	SAMN54710604	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910206	SAMN54710604	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910207	SAMN54710603	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910207	SAMN54710603	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910209	SAMN54710601	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910209	SAMN54710601	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910212	SAMN54710598	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910212	SAMN54710598	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910214	SAMN54710597	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910214	SAMN54710597	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910216	SAMN54710595	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910216	SAMN54710595	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910220	SAMN54710591	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910220	SAMN54710591	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910221	SAMN54710590	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910221	SAMN54710590	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910224	SAMN54710543	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910224	SAMN54710543	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910226	SAMN54710586	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910226	SAMN54710586	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910227	SAMN54710585	species	4	3	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910227	SAMN54710585	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910229	SAMN54710583	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910229	SAMN54710583	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910231	SAMN54710581	species	4	3	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910231	SAMN54710581	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910232	SAMN54710580	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910232	SAMN54710580	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910233	SAMN54710579	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910233	SAMN54710579	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910235	SAMN54710542	species	4	3	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910235	SAMN54710542	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910237	SAMN54710576	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910237	SAMN54710576	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910238	SAMN54710575	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910238	SAMN54710575	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910239	SAMN54710574	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910239	SAMN54710574	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910240	SAMN54710573	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910240	SAMN54710573	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910241	SAMN54710572	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910241	SAMN54710572	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910243	SAMN54710570	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910243	SAMN54710570	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910244	SAMN54710569	species	4	3	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910244	SAMN54710569	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910246	SAMN54710541	species	4	3	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910246	SAMN54710541	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910248	SAMN54710566	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910248	SAMN54710566	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910250	SAMN54710564	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910250	SAMN54710564	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910251	SAMN54710563	species	4	3	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910251	SAMN54710563	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910254	SAMN54710560	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910254	SAMN54710560	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910255	SAMN54710559	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910255	SAMN54710559	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910259	SAMN54710556	species	4	3	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910259	SAMN54710556	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910260	SAMN54710555	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910260	SAMN54710555	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910261	SAMN54710554	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910261	SAMN54710554	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910263	SAMN54710552	species	4	3	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910263	SAMN54710552	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910264	SAMN54710551	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910264	SAMN54710551	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910266	SAMN54710549	species	4	3	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910266	SAMN54710549	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910268	SAMN54710539	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910268	SAMN54710539	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910269	SAMN54710538	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36910269	SAMN54710538	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR36950010	SAMN54752600	species	12	12	yes	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950010	SAMN54752600	genus	0	0	no	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950012	SAMN54752576	species	8	8	yes	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950012	SAMN54752576	genus	0	0	no	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950013	SAMN54752516	species	7	7	yes	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950013	SAMN54752516	genus	0	0	no	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950014	SAMN54752252	species	8	8	yes	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950014	SAMN54752252	genus	0	0	no	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950016	SAMN54752617	species	12	12	yes	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950016	SAMN54752617	genus	0	0	no	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950017	SAMN54752607	species	12	12	yes	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950017	SAMN54752607	genus	0	0	no	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950019	SAMN54752188	species	7	7	yes	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950019	SAMN54752188	genus	0	0	no	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950020	SAMN54752078	species	7	7	yes	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36950020	SAMN54752078	genus	0	0	no	442694	Xanthomonas perforans	biotic	field	single_pathogen_focus
SRR36993186	SAMN54895277	species	6	5	yes	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR36993186	SAMN54895277	genus	0	0	no	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR36993188	SAMN54895275	species	5	4	yes	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR36993188	SAMN54895275	genus	0	0	no	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR36993192	SAMN54895272	species	4	3	yes	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR36993192	SAMN54895272	genus	0	0	no	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR36993193	SAMN54895271	species	5	4	yes	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR36993193	SAMN54895271	genus	0	0	no	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR36993194	SAMN54895270	species	4	3	yes	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR36993194	SAMN54895270	genus	0	0	no	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR36993195	SAMN54895269	species	4	3	yes	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR36993195	SAMN54895269	genus	0	0	no	4787	Phytophthora infestans	biotic	field	single_pathogen_focus
SRR37049209	SAMN54977825	species	8	8	yes	983506	Rhizoctonia solani AG1-IA	biotic	field	single_pathogen_focus
SRR37049209	SAMN54977825	genus	0	0	no	983506	Rhizoctonia solani AG1-IA	biotic	field	single_pathogen_focus
SRR3724076	SAMN05300417	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724076	SAMN05300417	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724079	SAMN05300417	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724079	SAMN05300417	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724086	SAMN05300418	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724086	SAMN05300418	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724093	SAMN05300418	species	1	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724093	SAMN05300418	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724095	SAMN05300418	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724095	SAMN05300418	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724104	SAMN05300418	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724104	SAMN05300418	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724106	SAMN05300418	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724106	SAMN05300418	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724108	SAMN05300418	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724108	SAMN05300418	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724136	SAMN05300419	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724136	SAMN05300419	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724140	SAMN05300419	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724140	SAMN05300419	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724142	SAMN05300419	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724142	SAMN05300419	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724145	SAMN05300419	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724145	SAMN05300419	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724153	SAMN05300420	species	4	3	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724153	SAMN05300420	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724158	SAMN05300420	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724158	SAMN05300420	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724164	SAMN05300420	species	2	1	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724164	SAMN05300420	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724169	SAMN05300420	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724169	SAMN05300420	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724171	SAMN05300420	species	3	2	yes	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR3724171	SAMN05300420	genus	0	0	no	1047171,5506	Zymoseptoria tritici; Fusarium; powdery mildew; stripe rust	biotic	field	single_pathogen_focus
SRR37491895	SAMN56311732	species	3	2	yes	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491895	SAMN56311732	genus	0	0	no	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491898	SAMN56311729	species	2	1	yes	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491898	SAMN56311729	genus	0	0	no	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491901	SAMN56311726	species	2	1	yes	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491901	SAMN56311726	genus	0	0	no	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491908	SAMN56311738	species	2	1	yes	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491908	SAMN56311738	genus	0	0	no	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491909	SAMN56311737	species	2	1	yes	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491909	SAMN56311737	genus	0	0	no	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491910	SAMN56311736	species	3	2	yes	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491910	SAMN56311736	genus	0	0	no	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491913	SAMN56311733	species	2	1	yes	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR37491913	SAMN56311733	genus	0	0	no	40559	Botrytis cinerea	biotic	field	intentional_multi_pathogen
SRR3750693	SAMN05363418	species	2	1	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750693	SAMN05363418	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750694	SAMN05363419	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750694	SAMN05363419	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750696	SAMN05363421	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750696	SAMN05363421	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750700	SAMN05363425	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750700	SAMN05363425	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750701	SAMN05363426	species	2	1	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750701	SAMN05363426	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750702	SAMN05363427	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750702	SAMN05363427	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750704	SAMN05363428	species	2	1	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750704	SAMN05363428	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750705	SAMN05363429	species	2	1	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750705	SAMN05363429	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750706	SAMN05363430	species	4	3	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750706	SAMN05363430	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750709	SAMN05363433	species	5	4	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750709	SAMN05363433	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750710	SAMN05363434	species	6	5	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750710	SAMN05363434	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750712	SAMN05363436	species	5	4	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750712	SAMN05363436	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750715	SAMN05363438	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750715	SAMN05363438	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750716	SAMN05363439	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750716	SAMN05363439	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750718	SAMN05363441	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750718	SAMN05363441	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750719	SAMN05363442	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750719	SAMN05363442	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750721	SAMN05363444	species	8	7	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750721	SAMN05363444	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750722	SAMN05363445	species	8	7	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750722	SAMN05363445	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750723	SAMN05363446	species	8	7	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750723	SAMN05363446	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750724	SAMN05363447	species	9	8	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750724	SAMN05363447	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750726	SAMN05363448	species	2	1	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750726	SAMN05363448	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750727	SAMN05363449	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750727	SAMN05363449	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750729	SAMN05363451	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750729	SAMN05363451	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750730	SAMN05363452	species	6	5	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750730	SAMN05363452	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750732	SAMN05363414	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750732	SAMN05363414	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750733	SAMN05363415	species	1	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750733	SAMN05363415	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750734	SAMN05363416	species	3	2	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750734	SAMN05363416	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750735	SAMN05363417	species	5	4	yes	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR3750735	SAMN05363417	genus	0	0	no	5022	Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR38293576	SAMN20585433	species	2	2	yes	168172,208348	Puccinia striiformis f. sp. tritici; Puccinia triticina	biotic	field	single_pathogen_focus
SRR38293576	SAMN20585433	genus	0	0	no	168172,208348	Puccinia striiformis f. sp. tritici; Puccinia triticina	biotic	field	single_pathogen_focus
SRR38293577	SAMN20585433	species	1	1	no	168172,208348	Puccinia striiformis f. sp. tritici; Puccinia triticina	biotic	field	single_pathogen_focus
SRR38293577	SAMN20585433	genus	0	0	no	168172,208348	Puccinia striiformis f. sp. tritici; Puccinia triticina	biotic	field	single_pathogen_focus
SRR38293579	SAMN20585433	species	2	2	yes	168172,208348	Puccinia striiformis f. sp. tritici; Puccinia triticina	biotic	field	single_pathogen_focus
SRR38293579	SAMN20585433	genus	0	0	no	168172,208348	Puccinia striiformis f. sp. tritici; Puccinia triticina	biotic	field	single_pathogen_focus
SRR38293580	SAMN20585433	species	2	2	yes	168172,208348	Puccinia striiformis f. sp. tritici; Puccinia triticina	biotic	field	single_pathogen_focus
SRR38293580	SAMN20585433	genus	0	0	no	168172,208348	Puccinia striiformis f. sp. tritici; Puccinia triticina	biotic	field	single_pathogen_focus
SRR38293583	SAMN20585433	species	1	1	no	168172,208348	Puccinia striiformis f. sp. tritici; Puccinia triticina	biotic	field	single_pathogen_focus
SRR38293583	SAMN20585433	genus	0	0	no	168172,208348	Puccinia striiformis f. sp. tritici; Puccinia triticina	biotic	field	single_pathogen_focus
SRR391823	SAMN00767940	species	7	6	yes	31870,80884	Colletotrichum graminicola; Colletotrichum higginsianum	biotic	field	single_pathogen_focus
SRR391823	SAMN00767940	genus	0	0	no	31870,80884	Colletotrichum graminicola; Colletotrichum higginsianum	biotic	field	single_pathogen_focus
SRR391824	SAMN00767941	species	7	6	yes	31870,80884	Colletotrichum graminicola; Colletotrichum higginsianum	biotic	field	single_pathogen_focus
SRR391824	SAMN00767941	genus	0	0	no	31870,80884	Colletotrichum graminicola; Colletotrichum higginsianum	biotic	field	single_pathogen_focus
SRR391825	SAMN00767942	species	12	10	yes	31870,80884	Colletotrichum graminicola; Colletotrichum higginsianum	biotic	field	single_pathogen_focus
SRR391825	SAMN00767942	genus	0	0	no	31870,80884	Colletotrichum graminicola; Colletotrichum higginsianum	biotic	field	single_pathogen_focus
SRR391827	SAMN00767944	species	2	1	yes	31870,80884	Colletotrichum graminicola; Colletotrichum higginsianum	biotic	field	single_pathogen_focus
