run	analyzed	fungi_pct	viruses_pct	bacteria_pct	oomycota_pct	nematoda_pct
SRR13568476	25874874	1.4795	0.0	0.8728	0.0	0.0
SRR10135332	10288682	0.0	1.5279	0.134	0.0	0.0
SRR28393287	1770793	0.0	4.9101	1.4927	0.0	0.0
SRR36910263	48266428	1.4809	0.7284	4.1381	0.0	0.0
SRR23095526	42740394	0.0	1.9065	0.4533	0.0	0.0
SRR22272462	29874199	0.0	0.0	0.3658	29.9123	0.0
SRR14768616	21035870	0.0	4.3287	4.7697	0.0	0.0
SRR37630611	30100157	0.299	2.6002	3.0277	0.0	0.0
SRR17316546	8302520	0.0	1.3242	2.7781	0.0	0.0
SRR19435307	23211064	0.0	15.5926	0.3975	0.0	0.0
SRR11521313	548961	0.0	21.1889	2.5175	0.0	0.0
SRR39263429	24859303	0.0	64.4212	0.3562	0.0	0.0
SRR22201530	36599072	0.0	86.6949	0.7479	0.0	0.0
SRR12603810	62763551	0.0	0.0	3.2389	0.0	0.0
SRR16562498	21924818	0.0	1.228	0.0	0.0	0.0
ERR3891527	11641311	0.0	51.1309	0.8689	0.0	0.0
ERR10886943	55123119	4.645	0.0	0.2388	0.0	0.0
SRR33516414	23334655	0.0	7.4651	0.1121	0.0	0.0
SRR7264900	870041	1.0779	0.0	0.8316	0.0	0.0
SRR23194105	3956874	6.2645	0.0	1.6731	0.0	0.0
SRR11622369	1871884	0.0	62.218	2.0011	0.0	0.0
SRR26264120	22774142	0.0	7.1069	1.6212	0.0	0.0
SRR26821493	24129396	0.0	3.6043	0.0	0.0	0.0
SRR30009869	37082602	16.1854	0.0	0.3004	0.4442	0.0
SRR8523161	12482844	0.0	1.5808	0.5561	0.0	0.0
SRR29011688	22262137	0.0	2.4592	0.2652	0.0	0.0
SRR7644346	24441340	1.71	0.0	0.1319	0.0	0.0
SRR36374511	29352234	5.9785	0.0	0.2841	0.0	0.0
SRR15607737	21640612	0.0	0.0	1.1722	12.8148	0.0
SRR34792214	45247625	0.0	4.7601	3.0576	0.0	0.0
SRR16938902	15993214	0.0	57.0399	0.2315	0.0	0.0
SRR19435292	23371540	0.0	6.4256	0.3137	0.0	0.0
ERR3891511	12408922	0.0	16.4754	1.1168	0.0	0.0
SRR38858535	36223181	1.9625	0.0	1.0973	0.0	0.0
SRR28820186	22462450	0.0	6.5454	7.6376	0.0	0.0
SRR13355211	30588962	11.272	0.0	2.4357	0.0	0.0
SRR26990541	21123594	0.0	2.099	0.4511	0.0	0.0
SRR36608491	22827772	0.0	20.0291	0.3841	0.0	0.0
SRR7267219	1577477	2.652	0.0	0.0	0.0	0.0
SRR14066947	42369587	0.0	15.9624	0.2886	0.0	0.0
SRR18856180	116153951	19.5219	0.0	0.2721	0.0	0.0
SRR7644308	24435354	6.6616	0.0	0.1404	0.0	0.0
SRR38222670	21052606	0.0	7.0088	1.7219	0.0	0.0
DRR828909	24841124	0.0	0.0	0.0	2.0744	0.0
DRR853911	20793543	18.506	0.0	5.9451	0.0	0.0
SRR37325385	60004785	1.4563	0.0	0.2953	0.0	0.0
SRR7508026	5210541	0.0	2.1797	1.1206	0.0	0.0
SRR17235576	53938495	0.0	2.7363	0.7339	0.0	0.0
SRR17916403	10621160	14.464	0.0	0.8838	0.0	0.0
SRR35247849	26747532	0.0	10.9375	0.1616	0.0	0.0
SRR12532056	22316362	0.0	8.0901	0.0	0.0	0.0
SRR13414742	33029851	0.0	1.3103	0.2813	0.0	0.0
SRR31908814	21237835	0.0	1.272	0.1811	0.0	0.0
SRR14457654	21246974	0.0	5.9209	0.7099	0.0	0.0
SRR15853898	31128633	7.8535	1.2421	1.7402	0.0	0.0
SRR37798392	23070738	9.1171	0.3054	2.9565	0.0	0.0
DRR087078	11616963	2.0787	0.0	0.0	0.0	0.0
ERR957437	13495322	0.0	2.4623	0.1247	0.0	0.0
SRR10203988	15404646	0.0	20.232	0.3505	0.0	0.0
SRR10203987	15397271	0.0	20.3062	0.3977	0.0	0.0
SRR10203989	41681874	0.0	19.8416	0.377	0.0	0.0
SRR10203990	42422551	0.0	20.375	0.3931	0.0	0.0
SRR3098091	16464654	8.0184	0.0	0.0	0.0	0.0
SRR31134499	32972936	1.2273	0.0	0.8155	0.0	0.0
SRR38858541	39240435	1.6327	0.0	1.2386	0.0	0.0
SRR22975697	28018565	8.2734	0.0	1.1603	0.0	0.0
SRR30126665	23951346	1.611	0.0	0.3399	0.0	0.0
SRR15564984	19036781	0.4245	3.7894	0.2353	0.0	0.0
SRR25998753	54669723	2.4288	0.0	3.6648	0.0	0.0
ERR11650698	3169406	0.706	1.1083	1.0141	0.0	0.0
SRR23524536	43410226	0.0	1.161	0.7023	0.0	0.0
SRR26752736	36989662	0.0	1.9535	1.1101	0.0	0.0
SRR17916371	15415954	14.01	0.0	0.5311	0.0	0.0
SRR31319015	5458147	0.0	4.0811	7.2188	0.0	0.0
SRR38924892	34890678	10.2496	0.0	0.5218	0.0	0.0
DRR997534	24452185	0.0	2.6079	0.0	0.0	0.0
SRR1005351	35008851	0.0	1.6787	2.4722	0.0	0.0
SRR20613496	23897774	0.0	22.0742	0.0	0.0	0.0
SRR8457053	46899624	0.0	8.979	0.0	0.0	0.0
SRR7266978	1829918	1.7854	0.0	0.2044	0.0	0.0
