accession	tissue_raw	tissue_category
SAMN13006468	shoot tips	aerial_other
SAMN16606006	leaf	leaf
SAMN16606005	leaf	leaf
SAMN16547692	leaf	leaf
SAMN16547690	leaf	leaf
SAMN16547688	leaf	leaf
SAMN16547686	leaf	leaf
SAMN16547684	leaf	leaf
SAMN16547682	stem	aerial_other
SAMN16547680	leaf	leaf
SAMN12856456	Spike	aerial_other
SAMN12785817	Flower	aerial_other
SAMN12785816	Flower bud	aerial_other
SAMN12785814	Flower	aerial_other
SAMN12785813	Flower bud	aerial_other
SAMN12785812	Young leaf	leaf
SAMN12785806	Young shoot	aerial_other
SAMN12785805	Young leaf	leaf
SAMN12785804	Stem	aerial_other
SAMN12785803	Stem	aerial_other
SAMN12785802	Stem	aerial_other
SAMN12785801	Mature leaf	leaf
SAMN12389370	Leaves	leaf
SAMN12389369	Leaves	leaf
SAMN12389368	Leaves	leaf
SAMN12389367	Leaves	leaf
SAMN12389366	Leaves	leaf
SAMN12389365	Leaves	leaf
SAMN12389364	Leaves	leaf
SAMN12389363	Leaves	leaf
SAMN12389362	Leaves	leaf
SAMN12389361	Leaves	leaf
SAMN12389360	Leaves	leaf
SAMN12389359	Leaves	leaf
SAMN12389358	Leaves	leaf
SAMN12389357	Leaves	leaf
SAMN12389356	Leaves	leaf
SAMN12389355	Leaves	leaf
SAMN12389354	Leaves	leaf
SAMN12389353	Leaves	leaf
SAMN12389352	Leaves	leaf
SAMN12389350	Leaves	leaf
SAMN12389349	Leaves	leaf
SAMN12389348	Leaves	leaf
SAMN12389347	Leaves	leaf
SAMN12389346	Leaves	leaf
SAMN12389345	Leaves	leaf
SAMN12389344	Leaves	leaf
SAMN12389343	Leaves	leaf
SAMN12389342	Leaves	leaf
SAMN12389341	Leaves	leaf
SAMN12389340	Leaves	leaf
SAMN12389339	Leaves	leaf
SAMN12389338	Leaves	leaf
SAMN12389337	Leaves	leaf
SAMN12389336	Leaves	leaf
SAMN12389335	Leaves	leaf
SAMN12389334	Leaves	leaf
SAMN12389333	Leaves	leaf
SAMN12389332	Leaves	leaf
SAMN12389331	Leaves	leaf
SAMN12389330	Leaves	leaf
SAMN12389329	Leaves	leaf
SAMN12389328	Leaves	leaf
SAMN12389327	Leaves	leaf
SAMN12389325	Leaves	leaf
SAMN12359316	leaves	leaf
SAMN12359315	leaves	leaf
SAMN12359314	leaves	leaf
SAMN12359313	leaves	leaf
SAMN12359312	leaves	leaf
SAMN12359311	leaves	leaf
SAMN12359310	leaves	leaf
SAMN12359308	leaves	leaf
SAMN12359307	leaves	leaf
SAMN12359306	leaves	leaf
SAMN12359305	leaves	leaf
SAMN12359304	leaves	leaf
SAMN12359303	leaves	leaf
SAMN12359302	leaves	leaf
SAMN12359301	leaves	leaf
SAMN12359300	leaves	leaf
SAMN16229370	young panicle	aerial_other
SAMN16229369	young panicle	aerial_other
SAMN16229368	young panicle	aerial_other
SAMN16229367	young panicle	aerial_other
SAMN16229366	young panicle	aerial_other
SAMN16229365	young panicle	aerial_other
SAMN16229364	young panicle	aerial_other
SAMN16229363	young panicle	aerial_other
SAMN16229362	young panicle	aerial_other
SAMN16229361	young panicle	aerial_other
SAMN16229360	young panicle	aerial_other
SAMN16229359	young panicle	aerial_other
SAMN16229322	shoot	aerial_other
SAMN16229321	shoot	aerial_other
SAMN16229320	shoot	aerial_other
SAMN16229319	shoot	aerial_other
SAMN16229318	shoot	aerial_other
SAMN16229317	shoot	aerial_other
SAMN16229316	shoot	aerial_other
SAMN16229315	shoot	aerial_other
SAMN16229314	shoot	aerial_other
SAMN16229313	shoot	aerial_other
SAMN16229312	shoot	aerial_other
SAMN16229311	shoot	aerial_other
SAMN16362307	shoot	aerial_other
SAMN16362306	shoot	aerial_other
SAMN16362305	shoot	aerial_other
SAMN16362304	shoot	aerial_other
SAMN16362303	shoot	aerial_other
SAMN16362302	shoot	aerial_other
SAMN16362301	shoot	aerial_other
SAMN16362300	shoot	aerial_other
SAMN16362299	shoot	aerial_other
SAMN16362298	shoot	aerial_other
SAMN16362297	shoot	aerial_other
SAMN16362296	shoot	aerial_other
SAMN16362295	shoot	aerial_other
SAMN16362294	shoot	aerial_other
SAMN16362293	shoot	aerial_other
SAMN16362292	shoot	aerial_other
SAMN16362291	shoot	aerial_other
SAMN16362290	shoot	aerial_other
SAMN14309637	flower	aerial_other
SAMN14309636	flower	aerial_other
SAMN14309635	flower	aerial_other
SAMN14309634	flower	aerial_other
SAMN14309633	flower	aerial_other
SAMN14309632	flower	aerial_other
SAMN14309631	flower	aerial_other
SAMN14309630	flower	aerial_other
SAMN14309629	flower	aerial_other
SAMN14309628	flower	aerial_other
SAMN14309627	flower	aerial_other
SAMN14309626	flower	aerial_other
SAMN14309625	flower	aerial_other
SAMN14309624	flower	aerial_other
SAMN14309623	flower	aerial_other
SAMN12734544	leaf	leaf
SAMN12734543	leaf	leaf
SAMN12734542	leaf	leaf
SAMN12734541	leaf	leaf
SAMN12734540	leaf	leaf
SAMN12734539	leaf	leaf
SAMN16287652	leaves	leaf
SAMN16287651	leaves	leaf
SAMN16287650	leaves	leaf
SAMN16287649	leaves	leaf
SAMN16092938	leaf	leaf
SAMN16092937	leaf	leaf
SAMN16092936	leaf	leaf
SAMN16092935	leaf	leaf
SAMN16092934	leaf	leaf
SAMN16092933	leaf	leaf
SAMN16092932	leaf	leaf
SAMN16092931	leaf	leaf
SAMN16092930	leaf	leaf
SAMN16092929	leaf	leaf
SAMN16092928	leaf	leaf
SAMN16092927	leaf	leaf
SAMN16092926	leaf	leaf
SAMN16092925	leaf	leaf
SAMN16092924	leaf	leaf
SAMN16092923	leaf	leaf
SAMN16092922	leaf	leaf
SAMN16092921	leaf	leaf
SAMN16092920	leaf	leaf
SAMN16092919	leaf	leaf
SAMN16092918	leaf	leaf
SAMN16092917	leaf	leaf
SAMN16092916	leaf	leaf
SAMN16092915	leaf	leaf
SAMN16092914	leaf	leaf
SAMN16092913	leaf	leaf
SAMN16092912	leaf	leaf
SAMN16092911	leaf	leaf
SAMN16092910	leaf	leaf
SAMN16092909	leaf	leaf
SAMN16092908	leaf	leaf
SAMN16092907	leaf	leaf
SAMN16177673	stem	aerial_other
SAMN16177672	stem	aerial_other
SAMN16177671	stem	aerial_other
SAMN16132275	leaf	leaf
SAMN16132274	leaf	leaf
SAMN16132273	leaf	leaf
SAMN15794279	florets	aerial_other
SAMN12327433	leaves	leaf
SAMN12327429	hypocotyl	aerial_other
SAMN12218927	Leaves	leaf
SAMN15573789	leaf	leaf
SAMN15573788	leaf	leaf
SAMN15573787	leaf	leaf
SAMN15573786	leaf	leaf
SAMN12122939	Stems	aerial_other
SAMN12122938	Stems	aerial_other
SAMN12122937	Stems	aerial_other
SAMN12122936	Stems	aerial_other
SAMN12122935	Stems	aerial_other
SAMN12122934	Stems	aerial_other
SAMN12122933	Stems	aerial_other
SAMN12122932	Stems	aerial_other
SAMN12122931	Stems	aerial_other
SAMN12122930	Stems	aerial_other
SAMN12122929	Stems	aerial_other
SAMN12122928	Stems	aerial_other
SAMN12122927	Stems	aerial_other
SAMN12122926	Stems	aerial_other
SAMN12122925	Stems	aerial_other
SAMN12122924	Stems	aerial_other
SAMN12122923	Stems	aerial_other
SAMN12122922	Stems	aerial_other
SAMN12122921	Stems	aerial_other
SAMN12122920	Stems	aerial_other
SAMN12122919	Stems	aerial_other
SAMN12122918	Stems	aerial_other
SAMN12122917	Stems	aerial_other
SAMN12122916	Stems	aerial_other
SAMN12122915	Stems	aerial_other
SAMN12122914	Stems	aerial_other
SAMN12122913	Stems	aerial_other
SAMN12122912	Stems	aerial_other
SAMN12122911	Stems	aerial_other
SAMN12122910	Stems	aerial_other
SAMN12122909	Stems	aerial_other
SAMN12122908	Stems	aerial_other
SAMN12122907	Stems	aerial_other
SAMN12122906	Stems	aerial_other
SAMN12122905	Stems	aerial_other
SAMN12122904	Stems	aerial_other
SAMN12122903	Stems	aerial_other
SAMN12122902	Stems	aerial_other
SAMN12122901	Stems	aerial_other
SAMN12122900	Stems	aerial_other
SAMN12122899	Stems	aerial_other
SAMN12122898	Stems	aerial_other
SAMN12122897	Stems	aerial_other
SAMN12122896	Stems	aerial_other
SAMN12122895	Stems	aerial_other
SAMN12122894	Stems	aerial_other
SAMN12122893	Stems	aerial_other
SAMN12122892	Stems	aerial_other
SAMN12122891	Stems	aerial_other
SAMN12122890	Stems	aerial_other
SAMN12122889	Stems	aerial_other
SAMN12122888	Stems	aerial_other
SAMN12122887	Stems	aerial_other
SAMN12122886	Stems	aerial_other
SAMN12122885	Stems	aerial_other
SAMN12122884	Stems	aerial_other
SAMN12122883	Stems	aerial_other
SAMN12122882	Stems	aerial_other
SAMN12122881	Stems	aerial_other
SAMN12122880	Stems	aerial_other
SAMN12122879	Stems	aerial_other
SAMN12122878	Stems	aerial_other
SAMN12122877	Stems	aerial_other
SAMN12122876	Stems	aerial_other
SAMN12122875	Stems	aerial_other
SAMN12122874	Stems	aerial_other
SAMN12122873	Stems	aerial_other
SAMN12122872	Stems	aerial_other
SAMN12122871	Stems	aerial_other
SAMN12122870	Stems	aerial_other
SAMN12122869	Stems	aerial_other
SAMN12122868	Stems	aerial_other
SAMN12056124	stem	aerial_other
SAMN14089737	Leaf	leaf
SAMN14089736	Leaf	leaf
SAMN14089735	Leaf	leaf
SAMN14089734	Leaf	leaf
SAMN14089733	Leaf	leaf
SAMN14089732	Leaf	leaf
SAMN14089731	Leaf	leaf
SAMN14089730	Leaf	leaf
SAMN14089729	Leaf	leaf
SAMN14089728	Leaf	leaf
SAMN14089727	Leaf	leaf
SAMN14089726	Leaf	leaf
SAMN14089725	Leaf	leaf
SAMN14089724	Leaf	leaf
SAMN14089723	Leaf	leaf
SAMN14089722	Leaf	leaf
SAMN14089721	Leaf	leaf
SAMN14089720	Leaf	leaf
SAMN12429380	stem	aerial_other
SAMN12429379	leaf	leaf
SAMN12260494	leaf	leaf
SAMN12260493	leaf	leaf
SAMN12260492	leaf	leaf
SAMN12260491	leaf	leaf
SAMN12215190	flag leaves	leaf
SAMN12215189	flag leaves	leaf
SAMN14246403	Top branch tip	aerial_other
SAMN14246402	Main Shoot tip	aerial_other
SAMN14246401	Middle branch tip	aerial_other
SAMN14246400	Bottom branch tip	aerial_other
SAMN14246399	Top branch tip	aerial_other
SAMN14246398	Main Shoot tip	aerial_other
SAMN14246397	Middle branch tip	aerial_other
SAMN14246396	Bottom branch tip	aerial_other
SAMN14246395	2ndary branch tip	aerial_other
SAMN14246394	Main Shoot tip	aerial_other
SAMN14246393	Middle branch tip	aerial_other
SAMN14246392	Bottom branch tip	aerial_other
SAMN14246391	Top branch tip	aerial_other
SAMN14246390	2ndary branch tip	aerial_other
SAMN14246389	Main Shoot tip	aerial_other
SAMN14246388	Middle branch tip	aerial_other
SAMN14246387	2ndary branch tip	aerial_other
SAMN14246386	2ndary branch tip	aerial_other
SAMN14246385	2ndary branch tip	aerial_other
SAMN14246384	Top branch tip	aerial_other
SAMN14246383	2ndary branch tip	aerial_other
SAMN14246382	Main Shoot tip	aerial_other
SAMN14246381	Middle branch tip	aerial_other
SAMN14246380	2ndary branch tip	aerial_other
SAMN14246379	2ndary branch tip	aerial_other
SAMN14246378	Top branch tip	aerial_other
SAMN14246377	2ndary branch tip	aerial_other
SAMN14246376	2ndary branch tip	aerial_other
SAMN14246375	2ndary branch tip	aerial_other
SAMN14246374	Top branch tip	aerial_other
SAMN14246373	2ndary branch tip	aerial_other
SAMN14246372	Main Shoot tip	aerial_other
SAMN14246371	Middle branch tip	aerial_other
SAMN14246370	2ndary branch tip	aerial_other
SAMN14246369	Bottom branch tip	aerial_other
SAMN14246368	2ndary branch tip	aerial_other
SAMN14246367	Main Shoot tip	aerial_other
SAMN14246366	Top branch tip	aerial_other
SAMN14246365	Main Shoot tip	aerial_other
SAMN14246364	Middle branch tip	aerial_other
SAMN14246363	2ndary branch tip	aerial_other
SAMN14246362	Bottom branch tip	aerial_other
SAMN14246361	2ndary branch tip	aerial_other
SAMN14246360	Top branch tip	aerial_other
SAMN14246359	Main Shoot tip	aerial_other
SAMN14246358	Middle branch tip	aerial_other
SAMN14246357	2ndary branch tip	aerial_other
SAMN14246356	Bottom branch tip	aerial_other
SAMN14246355	2ndary branch tip	aerial_other
SAMN14246354	Top branch tip	aerial_other
SAMN14246353	2ndary branch tip	aerial_other
SAMN14246352	Main Shoot tip	aerial_other
SAMN14246351	Middle branch tip	aerial_other
SAMN14246350	Bottom branch tip	aerial_other
SAMN14246349	2ndary branch tip	aerial_other
SAMN14246348	Top branch tip	aerial_other
SAMN14246347	Main Shoot tip	aerial_other
SAMN14246346	Middle branch tip	aerial_other
SAMN14246345	2ndary branch tip	aerial_other
SAMN14246344	Bottom branch tip	aerial_other
SAMN14246343	2ndary branch tip	aerial_other
SAMN14246342	Top branch tip	aerial_other
SAMN14246341	Main Shoot tip	aerial_other
SAMN14246340	Middle branch tip	aerial_other
SAMN14246339	2ndary branch tip	aerial_other
SAMN14246338	Bottom branch tip	aerial_other
SAMN14246337	Top branch tip	aerial_other
SAMN14246336	Main Shoot tip	aerial_other
SAMN14246335	Middle branch tip	aerial_other
SAMN14246334	2ndary branch tip	aerial_other
SAMN14246333	Bottom branch tip	aerial_other
SAMN14246332	2ndary branch tip	aerial_other
SAMN14246331	Top branch tip	aerial_other
SAMN14246330	Main Shoot tip	aerial_other
SAMN14246329	Middle branch tip	aerial_other
SAMN14246328	2ndary branch tip	aerial_other
SAMN14246327	Bottom branch tip	aerial_other
SAMN14246326	2ndary branch tip	aerial_other
SAMN14246325	2ndary branch tip	aerial_other
SAMN14246324	Top branch tip	aerial_other
SAMN14246323	Main Shoot tip	aerial_other
SAMN14246322	Middle branch tip	aerial_other
SAMN14246321	2ndary branch tip	aerial_other
SAMN14246320	Bottom branch tip	aerial_other
SAMN14246319	2ndary branch tip	aerial_other
SAMN15009975	Leaves	leaf
SAMN15009974	Leaves	leaf
SAMN15009973	Leaves	leaf
SAMN15009972	Leaves	leaf
SAMN15009971	Leaves	leaf
SAMN15009970	Leaves	leaf
SAMN15009969	Leaves	leaf
SAMN15009968	Leaves	leaf
SAMN15009967	Leaves	leaf
SAMN15009966	Leaves	leaf
SAMN15009965	Leaves	leaf
SAMN15009964	Leaves	leaf
SAMN15009963	Leaves	leaf
SAMN15009962	Leaves	leaf
SAMN15009961	Leaves	leaf
SAMN15009960	Leaves	leaf
SAMN15009959	Leaves	leaf
SAMN15009958	Leaves	leaf
SAMN15009957	Leaves	leaf
SAMN15009956	Leaves	leaf
SAMN15009955	Leaves	leaf
SAMN15009954	Leaves	leaf
SAMN15009953	Leaves	leaf
SAMN15009952	Leaves	leaf
SAMN15009951	Leaves	leaf
SAMN15009950	Leaves	leaf
SAMN15009949	Leaves	leaf
SAMN15009948	Leaves	leaf
SAMN15009947	Leaves	leaf
SAMN15009946	Leaves	leaf
SAMN15009945	Leaves	leaf
SAMN15009944	Leaves	leaf
SAMN15009943	Leaves	leaf
SAMN15009942	Leaves	leaf
SAMN15009941	Leaves	leaf
SAMN15009940	Leaves	leaf
SAMN15009939	Leaves	leaf
SAMN15009938	Leaves	leaf
SAMN15009937	Leaves	leaf
SAMN15009936	Leaves	leaf
SAMN15009935	Leaves	leaf
SAMN15009934	Leaves	leaf
SAMN15009933	Leaves	leaf
SAMN15009932	Leaves	leaf
SAMN15009931	Leaves	leaf
SAMN15009930	Leaves	leaf
SAMN15009929	Leaves	leaf
SAMN15009928	Leaves	leaf
SAMN15009927	Leaves	leaf
SAMN15009926	Leaves	leaf
SAMN15009925	Leaves	leaf
SAMN15009924	Leaves	leaf
SAMN15009923	Leaves	leaf
SAMN15009922	Leaves	leaf
SAMN15009921	Leaves	leaf
SAMN15009920	Leaves	leaf
SAMN15009919	Leaves	leaf
SAMN15009918	Leaves	leaf
SAMN15009917	Leaves	leaf
SAMN15009916	Leaves	leaf
SAMN15009915	Leaves	leaf
SAMN15009914	Leaves	leaf
SAMN15009913	Leaves	leaf
SAMN15009912	Leaves	leaf
SAMN15009911	Leaves	leaf
SAMN15009910	Leaves	leaf
SAMN15009909	Leaves	leaf
SAMN15009908	Leaves	leaf
SAMN15009907	Leaves	leaf
SAMN15009906	Leaves	leaf
SAMN15009905	Leaves	leaf
SAMN15009904	Leaves	leaf
SAMN15009903	Leaves	leaf
SAMN15009902	Leaves	leaf
SAMN15009901	Leaves	leaf
SAMN15009900	Leaves	leaf
SAMN15009899	Leaves	leaf
SAMN15009898	Leaves	leaf
SAMN15143783	leaf	leaf
SAMN15143782	leaf	leaf
SAMN15143781	leaf	leaf
SAMN15143780	leaf	leaf
SAMN15143779	leaf	leaf
SAMN15143778	leaf	leaf
SAMN15043219	Leaves	leaf
SAMN15043217	Leaves	leaf
SAMN15043216	Leaves	leaf
SAMN15043042	Leaves	leaf
SAMN15042996	Leaves	leaf
SAMN15042995	Leaves	leaf
SAMN15042939	Leaves	leaf
SAMN15042936	Leaves	leaf
SAMN15042923	Leaves	leaf
SAMN15042922	Leaves	leaf
SAMN15042921	Leaves	leaf
SAMN15042905	Leaves	leaf
SAMN14829216	hypocotyl	aerial_other
SAMN14829215	hypocotyl	aerial_other
SAMN14829214	hypocotyl	aerial_other
SAMN14829213	hypocotyl	aerial_other
SAMN14829212	hypocotyl	aerial_other
SAMN14829211	hypocotyl	aerial_other
SAMN14829210	hypocotyl	aerial_other
SAMN14829209	hypocotyl	aerial_other
SAMN14829208	hypocotyl	aerial_other
SAMN14829207	hypocotyl	aerial_other
SAMN14829206	hypocotyl	aerial_other
SAMN14829205	hypocotyl	aerial_other
SAMN15064016	Anther	aerial_other
SAMN15064015	Anther	aerial_other
SAMN15064014	Anther	aerial_other
SAMN15064013	Anther	aerial_other
SAMN15064012	Anther	aerial_other
SAMN15064011	Anther	aerial_other
SAMN15064010	Anther	aerial_other
SAMN15064009	Anther	aerial_other
SAMN15064008	Anther	aerial_other
SAMN15064007	Anther	aerial_other
SAMN15064006	Anther	aerial_other
SAMN15064005	Anther	aerial_other
SAMN15064004	Anther	aerial_other
SAMN15064003	Anther	aerial_other
SAMN15064002	Anther	aerial_other
SAMN15064001	Anther	aerial_other
SAMN15064000	Anther	aerial_other
SAMN15063999	Anther	aerial_other
SAMN15063998	Anther	aerial_other
SAMN15063997	Anther	aerial_other
SAMN15063996	Anther	aerial_other
SAMN15063974	Anther	aerial_other
SAMN15063973	Anther	aerial_other
SAMN15063972	Anther	aerial_other
SAMN15063971	Anther	aerial_other
SAMN15063970	Anther	aerial_other
SAMN15063969	Anther	aerial_other
SAMN15063968	Anther	aerial_other
SAMN15063967	Anther	aerial_other
SAMN15063966	Anther	aerial_other
SAMN15063965	Anther	aerial_other
SAMN15063964	Anther	aerial_other
SAMN15063963	Anther	aerial_other
SAMN15063962	Anther	aerial_other
SAMN15063961	Anther	aerial_other
SAMN15063960	Anther	aerial_other
SAMN15063959	Anther	aerial_other
SAMN15063958	Anther	aerial_other
SAMN15063957	Anther	aerial_other
SAMN15063956	Anther	aerial_other
SAMN15063955	Anther	aerial_other
SAMN15063954	Anther	aerial_other
SAMN11080766	Leaves	leaf
SAMN11080765	Leaves	leaf
SAMN11080764	Leaves	leaf
SAMN11080763	Leaves	leaf
SAMN11080762	Leaves	leaf
SAMN11080761	Leaves	leaf
SAMN11080760	Leaves	leaf
SAMN11080759	Leaves	leaf
SAMN11080758	Leaves	leaf
SAMN11080757	Leaves	leaf
SAMN11080756	Leaves	leaf
SAMN11080755	Leaves	leaf
SAMN11080754	Leaves	leaf
SAMN11080753	Leaves	leaf
SAMN11080752	Leaves	leaf
SAMN11080751	Leaves	leaf
SAMN11080750	Leaves	leaf
SAMN11080749	Leaves	leaf
SAMN11080748	Leaves	leaf
SAMN11080747	Leaves	leaf
SAMN11080746	Leaves	leaf
SAMN11080745	Leaves	leaf
SAMN11080744	Leaves	leaf
SAMN11080743	Leaves	leaf
SAMN11080742	Leaves	leaf
SAMN11080741	Leaves	leaf
SAMN11080740	Leaves	leaf
SAMN11080739	Leaves	leaf
SAMN11080738	Leaves	leaf
SAMN11080737	Leaves	leaf
SAMN11080736	Leaves	leaf
SAMN11080735	Leaves	leaf
SAMN11080734	Leaves	leaf
SAMN11080733	Leaves	leaf
SAMN11080732	Leaves	leaf
SAMN11080731	Leaves	leaf
SAMN11080730	Leaves	leaf
SAMN11080729	Leaves	leaf
SAMN11080728	Leaves	leaf
SAMN11080727	Leaves	leaf
SAMN11080726	Leaves	leaf
SAMN11080725	Leaves	leaf
SAMN11080724	Leaves	leaf
SAMN11080723	Leaves	leaf
SAMN11080722	Leaves	leaf
SAMN11080721	Leaves	leaf
SAMN11080720	Leaves	leaf
SAMN11080719	Leaves	leaf
SAMN11080718	Leaves	leaf
SAMN11080717	Leaves	leaf
SAMN11080716	Leaves	leaf
SAMN11080715	Leaves	leaf
SAMN11080714	Leaves	leaf
SAMN11080713	Leaves	leaf
SAMN11080712	Leaves	leaf
SAMN11080711	Leaves	leaf
SAMN11080710	Leaves	leaf
SAMN11080709	Leaves	leaf
SAMN11080708	Leaves	leaf
SAMN11080707	Leaves	leaf
SAMN11080706	Leaves	leaf
SAMN11080705	Leaves	leaf
SAMN11080704	Leaves	leaf
SAMN11080703	Leaves	leaf
SAMN11080702	Leaves	leaf
SAMN11080701	Leaves	leaf
SAMN11080700	Leaves	leaf
SAMN11080699	Leaves	leaf
SAMN11080698	Leaves	leaf
SAMN11080697	Leaves	leaf
SAMN11080696	Leaves	leaf
SAMN11080695	Leaves	leaf
SAMN11080694	Leaves	leaf
SAMN11080693	Leaves	leaf
SAMN11080692	Leaves	leaf
SAMN11080691	Leaves	leaf
SAMN11080690	Leaves	leaf
SAMN11080689	Leaves	leaf
SAMN11381236	leave	leaf
SAMN11381235	leave	leaf
SAMN11381234	leave	leaf
SAMN11381233	leave	leaf
SAMN11381232	leave	leaf
SAMN11381231	leave	leaf
SAMN11381230	leave	leaf
SAMN11381229	leave	leaf
SAMN11381228	leave	leaf
SAMN11381227	leave	leaf
SAMN11381226	leave	leaf
SAMN11381225	leave	leaf
SAMN09355278	Petal	aerial_other
SAMN09355277	Petal	aerial_other
SAMN09355274	Pistil	aerial_other
SAMN09355273	Stamen	aerial_other
SAMN09355272	Sepal	aerial_other
SAMN09355270	Flower bud	aerial_other
SAMN09355268	Leaf	leaf
SAMN09355267	Stem	aerial_other
SAMN11963782	Apical Meristem	aerial_other
SAMN11963781	Apical Meristem	aerial_other
SAMN11963780	Apical Meristem	aerial_other
SAMN11963779	Apical Meristem	aerial_other
SAMN11963778	Apical Meristem	aerial_other
SAMN11963777	Apical Meristem	aerial_other
SAMN11963776	Apical Meristem	aerial_other
SAMN11963775	Apical Meristem	aerial_other
SAMN11963774	Apical Meristem	aerial_other
SAMN11963773	Apical Meristem	aerial_other
SAMN11963772	Apical Meristem	aerial_other
SAMN11963771	Apical Meristem	aerial_other
SAMN11998189	Leaf	leaf
SAMN11998188	Leaf	leaf
SAMN11998187	Leaf	leaf
SAMN11998186	Leaf	leaf
SAMN11998185	Leaf	leaf
SAMN11998184	Leaf	leaf
SAMN11998183	Leaf	leaf
SAMN11998182	Leaf	leaf
SAMN11998181	Leaf	leaf
SAMN11998180	Leaf	leaf
SAMN11998179	Leaf	leaf
SAMN11998178	Leaf	leaf
SAMN11998177	Leaf	leaf
SAMN11998176	Leaf	leaf
SAMN11998175	Leaf	leaf
SAMN11998174	Leaf	leaf
SAMN11998173	Leaf	leaf
SAMN11998172	Leaf	leaf
SAMN06323325	Internode	aerial_other
SAMN04221432	Leaf	leaf
SAMN13510277	Flower	aerial_other
SAMN13510276	Leaf	leaf
SAMN13510259	Flower	aerial_other
SAMN13510258	Leaf	leaf
SAMN13510257	Stem	aerial_other
SAMN13111539	leaf	leaf
SAMN13111538	leaf	leaf
SAMN13111537	leaf	leaf
SAMN13111536	leaf	leaf
SAMN13111535	leaf	leaf
SAMN13111534	leaf	leaf
SAMN13091460	bud	aerial_other
SAMN13091459	bud	aerial_other
SAMN13091458	bud	aerial_other
SAMN13091457	bud	aerial_other
SAMN13091456	bud	aerial_other
SAMN13091455	bud	aerial_other
SAMN13091454	bud	aerial_other
SAMN13091453	bud	aerial_other
SAMN13091452	bud	aerial_other
SAMN13091451	bud	aerial_other
SAMN13091450	bud	aerial_other
SAMN13091449	bud	aerial_other
SAMN13091448	bud	aerial_other
SAMN13091447	bud	aerial_other
SAMN13091446	bud	aerial_other
SAMN13091445	bud	aerial_other
SAMN13091444	bud	aerial_other
SAMN13091443	bud	aerial_other
SAMN12229535	Leaf	leaf
SAMN12229534	Leaf	leaf
SAMN12229533	Leaf	leaf
SAMN12229532	Leaf	leaf
SAMN12229531	Leaf	leaf
SAMN12229530	Leaf	leaf
SAMN12229529	Leaf	leaf
SAMN12229528	Leaf	leaf
SAMN12229527	Leaf	leaf
SAMN11242237	leaf	leaf
SAMN11242235	leaf	leaf
SAMN11242233	leaf	leaf
SAMN11242231	leaf	leaf
SAMN11242229	leaf	leaf
SAMN11242227	leaf	leaf
SAMN14299303	stem	aerial_other
SAMN14299302	stem	aerial_other
SAMN09213368	leaf	leaf
SAMN09213367	leaf	leaf
SAMN09213366	leaf	leaf
SAMN09213364	leaf	leaf
SAMN13474948	spike	aerial_other
SAMN13474947	spike	aerial_other
SAMN12839209	leaf	leaf
SAMN12839208	leaf	leaf
SAMN12839207	leaf	leaf
SAMN12839206	leaf	leaf
SAMN12839205	leaf	leaf
SAMN12839204	leaf	leaf
SAMN12839047	leaf	leaf
SAMN12839046	leaf	leaf
SAMN12839045	leaf	leaf
SAMN12839044	leaf	leaf
SAMN12839043	leaf	leaf
SAMN10791387	Flower	aerial_other
SAMN10791385	Flower	aerial_other
SAMN10817911	leaf	leaf
SAMN10817867	leaf	leaf
SAMN03941077	Stem	aerial_other
SAMN07411803	ovary	aerial_other
SAMN07411802	ovary	aerial_other
SAMN07411801	ovary	aerial_other
SAMN07411799	ovary	aerial_other
SAMN07411798	ovary	aerial_other
SAMN07411797	ovary	aerial_other
SAMN07411796	anther	aerial_other
SAMN07411795	anther	aerial_other
SAMN07411770	anther	aerial_other
SAMN07411769	anther	aerial_other
SAMN07411768	anther	aerial_other
SAMN07411669	anther	aerial_other
SAMN10781271	bud	aerial_other
SAMN10781270	bud	aerial_other
SAMN10781269	bud	aerial_other
SAMN10781268	bud	aerial_other
SAMN10781267	bud	aerial_other
SAMN10781266	bud	aerial_other
SAMN10781265	bud	aerial_other
SAMN10781264	bud	aerial_other
SAMN10781263	bud	aerial_other
SAMN10781262	bud	aerial_other
SAMN10781261	bud	aerial_other
SAMN10781260	bud	aerial_other
SAMN10781259	bud	aerial_other
SAMN10781258	bud	aerial_other
SAMN10781257	bud	aerial_other
SAMN10781256	bud	aerial_other
SAMN10781255	bud	aerial_other
SAMN10781254	bud	aerial_other
SAMN13632407	Leaves	leaf
SAMN13632406	Leaves	leaf
SAMN13632401	Leaves	leaf
SAMN10605344	flower	aerial_other
SAMN13920864	leaf	leaf
SAMN13920863	leaf	leaf
SAMN13920862	leaf	leaf
SAMN13920861	leaf	leaf
SAMN13696644	bark	aerial_other
SAMN13696643	flower	aerial_other
SAMN13696641	leaf	leaf
SAMN07408018	anther	aerial_other
SAMN07408017	anther	aerial_other
SAMN07408016	anther	aerial_other
SAMN07408015	anther	aerial_other
SAMN07408014	anther	aerial_other
SAMN07408013	anther	aerial_other
SAMN13703001	shoot	aerial_other
SAMN13703000	shoot	aerial_other
SAMN13702999	shoot	aerial_other
SAMN13702998	shoot	aerial_other
SAMN13702997	shoot	aerial_other
SAMN13702996	shoot	aerial_other
SAMN13702995	shoot	aerial_other
SAMN13702994	shoot	aerial_other
SAMN13702993	shoot	aerial_other
