stratum	Run	mode	BioSample	BioProject	named_host	host_pct	euk_pct	fungi_pct	oomycete_pct	stat_pathogens	co_infection_flag	same_genus_secondary	llm_treatment	llm_study_setting	expected
F	SRR2973584	hal	SAMN04297159	PRJNA304266	Triticum polonicum	4.24	4.14	4.14	0.0	Bipolaris sorokiniana:0.4%	single	False	host_study	field	single pathogen, field
F	ERR4315171	mal	SAMEA7035813	PRJEB39201	Triticum aestivum	32.87	0.39	0.39	0.0		single	False	surveillance	field	single pathogen, field
F	SRR6186213	hal	SAMN07792451	PRJNA414570	Rosa hybrid cultivar	31.24	2.7	2.7	0.0	Botrytis cinerea:2.6%	single	False	host_study	field	single pathogen, field
F	SRR33330103	mal	SAMN47951714	PRJNA1250817	Triticum aestivum	49.01	14.51	14.51	0.0	Puccinia striiformis:13.3%	single	False	single	field	single pathogen, field
F	SRR8742916	hal	SAMN11159802	PRJNA527782	Sorghum bicolor	61.64	2.31	2.31	0.0	Alternaria alternata:1.8%	single	False	abiotic_stress	field	single pathogen, field
F	SRR25301111	hal	SAMN35840911	PRJNA986524	Brassica napus	28.02	11.02	11.02	0.0	Plenodomus lingam:2.0%	single	False	host_study	field	single pathogen, field
F	ERR2593131	mal	SAMEA4681388	PRJEB26891	Oryza sativa	28.63	55.65	55.65	0.0	Magnaporthe oryzae:55.1%	single	False	single	field	single pathogen, field
F	ERR4315222	mal	SAMEA7035864	PRJEB39201	Triticum aestivum	9.31	0.31	0.31	0.0		single	False	surveillance	field	single pathogen, field
F	ERR2593105	mal	SAMEA4681389	PRJEB26891	Oryza sativa	58.01	0.8	0.8	0.0		single	False	single	field	single pathogen, field
F	SRR9684529	mal	SAMN12256602	PRJNA554133	Lolium perenne	20.71	1.73	1.73	0.0		single	False	single	field	single pathogen, field
F	SRR1555295	mal	SAMN02943264	PRJNA256347	Triticum aestivum	6.67	0.24	0.24	0.0		single	False	surveillance	field	single pathogen, field
F	SRR29848863	hal	SAMN42536703	PRJNA1136561	Zea mays	8.96	60.84	60.84	0.0	Exserohilum turcicum:49.5%	single	False	host_study	field	single pathogen, field
F	ERR4315334	mal	SAMEA7035976	PRJEB39201	Triticum aestivum	10.18	0.62	0.62	0.0		single	False	surveillance	field	single pathogen, field
F	SRR38441799	hal	SAMN59109623	PRJNA1462868	Malus domestica	30.54	13.03	13.03	0.0	Lasiodiplodia theobromae:1.5%	single	False	host_study	field	single pathogen, field
F	SRR11814932	hal	SAMN14917225	PRJNA633940	Setaria italica	90.67	3.25	3.25	0.0	Alternaria alternata:1.3%	single	False	host_study	field	single pathogen, field
F	SRR9276710	hal	SAMN12027163	PRJNA548433	Pisum sativum	35.07	3.77	3.77	0.0	Botrytis cinerea:0.3%	single	False	host_study	field	single pathogen, field
F	SRR15141292	hal	SAMN20205916	PRJNA746402	Zea mays	64.7	2.72	2.72	0.0	Exserohilum turcicum:1.5%	single	False	host_study	field	single pathogen, field
F	SRR16351744	hal	SAMN22314529	PRJNA771518	Zea mays	21.26	10.87	10.87	0.0	Fusarium verticillioides 7600:8.4%	single	False	abiotic_stress	field	single pathogen, field
F	ERR2593107	mal	SAMEA4681389	PRJEB26891	Oryza sativa	58.32	0.22	0.22	0.0		single	False	single	field	single pathogen, field
F	SRR6279324	hal	SAMN08000553	PRJNA417591	Arachis hypogaea	36.43	29.2	29.2	0.0	Aspergillus flavus:1.3%	single	False	single	field	single pathogen, field
F	SRR6186198	hal	SAMN07792450	PRJNA414570	Rosa hybrid cultivar	90.08	2.48	2.48	0.0	Botrytis cinerea:2.0%	single	False	host_study	field	single pathogen, field
F	SRR31244750	hal	SAMN44590928	PRJNA1182403	Malus domestica	85.37	8.7	8.7	0.0	Penicillium expansum:5.8%	single	False	host_study	field	single pathogen, field
F	SRR27326840	hal	SAMN39079118	PRJNA1055939	Arabidopsis thaliana	52.38	3.99	0.2	3.79	Phytophthora sojae:1.1%	single	False	host_study	field	single pathogen, field
F	SRR15141435	hal	SAMN20205414	PRJNA746402	Zea mays	77.79	1.95	1.95	0.0	Exserohilum turcicum:1.6%	single	False	host_study	field	single pathogen, field
F	SRR1975198	hal	SAMN03486537	PRJNA281236	Vitis vinifera	3.09	12.55	12.55	0.0	Botrytis cinerea:11.1%	single	False	abiotic_stress	field	single pathogen, field
G	SRR36134825	hal	SAMN53318843	PRJNA1366519	Hordeum vulgare	58.94	4.12	4.12	0.0	Fusarium graminearum:1.1%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR36134804	hal	SAMN53318829	PRJNA1366519	Hordeum vulgare	57.72	4.26	4.26	0.0	Fusarium graminearum:1.2%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	DRR832828	hal	SAMD01771654		Solanum tuberosum	55.32	38.1	0.14	37.96	Phytophthora infestans:36.2%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR37215770	hal	SAMN55332976	PRJNA1423152	Triticum aestivum	52.54	36.89	36.89	0.0	Fusarium graminearum:22.0%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR21798529	hal	SAMN31147676		Arabidopsis thaliana	36.55	59.78	59.78	0.0	Sclerotinia sclerotiorum:58.1%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	DRR842316	hal	SAMD01763107		Triticum dicoccoides	94.05	2.04	2.04	0.0	Bipolaris sorokiniana:1.1%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	ERR17369944	mal	SAMEA122784163		Streptophyta	1.01	7.14	7.14	0.0	Sclerotinia sclerotiorum:6.8%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR37215776	hal	SAMN55332991	PRJNA1423152	Triticum aestivum	53.7	33.83	33.83	0.0	Fusarium graminearum:20.6%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR11928835	mal	SAMN15062627	PRJNA590139	Vicia faba	14.06	0.0	0.0	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR10406083	mal	SAMN12098061	PRJNA588102	Triticum aestivum	78.24	0.71	0.71	0.0	Puccinia striiformis f. sp. tritici:0.4%; Puccinia graminis f. sp. tritici CRL 75-36-700-3:0.1%	multi_species	True	coinf_experiment	lab	intentional co-infection experiment
G	SRR17609705	mal	SAMN24926497	PRJNA796936	Triticum aestivum	21.44	0.0	0.0	0.0		single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR37270902	hal	SAMN55409553	PRJNA1425155	Triticum turgidum subsp. dicoccum	67.46	20.05	20.05	0.0	Zymoseptoria tritici:19.4%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	DRR832829	hal	SAMD01771654		Solanum tuberosum	52.42	41.62	0.43	41.19	Phytophthora infestans:39.5%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR35931051	hal	SAMN53062539	PRJNA1356531	Triticum aestivum	80.99	8.27	8.16	0.11	Fusarium graminearum:4.3%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	DRR217280	hal	SAMD00212267	PRJDB9515	Arabidopsis thaliana	26.75	64.56	64.56	0.0	Colletotrichum fructicola:1.0%	single	False	coinf_experiment	lab	intentional co-infection experiment
I	SRR36134912	hal	SAMN53318922	PRJNA1366519	Hordeum vulgare	53.14	5.2	5.2	0.0	Fusarium graminearum:1.4%; Fusarium pseudograminearum:0.3%	multi_species	True	coinf_experiment	lab	same-genus secondary (LCA collapse test)
G	SRR32589261	mal	SAMN47240511	PRJNA1232637	Triticum aestivum	73.1	0.0	0.0	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR11973035	mal	SAMN15195805	PRJNA590139	Cucurbita pepo	13.51	0.0	0.0	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR37270895	hal	SAMN55409546	PRJNA1425155	Triticum turgidum subsp. dicoccum	77.37	11.03	11.03	0.0	Zymoseptoria tritici:9.4%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR10406042	mal	SAMN12098061	PRJNA588102	Triticum aestivum	61.58	0.92	0.92	0.0	Puccinia striiformis f. sp. tritici:0.5%	single	False	coinf_experiment	lab	intentional co-infection experiment
I	SRR10175971	hal	SAMN12832859	PRJNA573931	Sorghum bicolor	48.84	5.59	5.59	0.0	Fusarium fujikuroi IMI 58289:2.3%; Fusarium verticillioides 7600:0.3%; Fusarium oxysporum f. sp. lycopersici 4287:0.2%	multi_species	True	coinf_experiment	lab	same-genus secondary (LCA collapse test)
G	SRR16930840	mal	SAMN22502889	PRJNA773642	Daucus carota	61.96	0.0	0.0	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	ERR15114479	hal	SAMEA118547629		Hordeum vulgare	68.44	5.72	5.72	0.0	Fusarium proliferatum:1.5%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR35396723	hal	SAMN51337095	PRJNA1328502	Hordeum vulgare	38.05	3.61	3.61	0.0	Puccinia triticina:1.7%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR25924113	hal	SAMN37297804	PRJNA1013391	Triticum aestivum	86.33	7.22	7.22	0.0	Fusarium proliferatum:1.7%; Fusarium fujikuroi:0.2%	multi_species	True	coinf_experiment	lab	intentional co-infection experiment
G	SRR30398041	hal	SAMN43359073	PRJNA1152285	Glycine max	24.77	53.24	53.24	0.0	Sclerotinia sclerotiorum:49.2%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	DRR839508	hal	SAMD01757498		Triticum aestivum	53.42	34.12	34.12	0.0	Fusarium graminearum:14.1%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	DRR842307	hal	SAMD01763098		Triticum turgidum subsp. durum	79.05	11.46	11.46	0.0	Fusarium fujikuroi:0.3%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR10406070	mal	SAMN12098061	PRJNA588102	Triticum aestivum	50.32	5.58	5.58	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR10406085	mal	SAMN12098061	PRJNA588102	Triticum aestivum	70.22	1.58	1.58	0.0	Puccinia striiformis f. sp. tritici:1.1%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR11928832	mal	SAMN15062630	PRJNA590139	Cucurbita pepo	9.06	0.0	0.0	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR22139848	mal	SAMN31571461	PRJNA895362	Citrus sinensis	1.88	0.18	0.18	0.0		single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR631020	mal	SAMN01831108		Arabidopsis thaliana	66.75	0.0	0.0	0.0		single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR25924106	hal	SAMN37297808	PRJNA1013391	Triticum aestivum	89.4	4.39	4.39	0.0	Fusarium proliferatum:1.0%; Fusarium fujikuroi:0.1%	multi_species	True	coinf_experiment	lab	intentional co-infection experiment
G	SRR36134888	hal	SAMN53318890	PRJNA1366519	Hordeum vulgare	48.14	8.16	8.16	0.0	Fusarium pseudograminearum:0.4%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR16930842	mal	SAMN22502887	PRJNA773642	Daucus carota	26.24	0.0	0.0	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR11928841	mal	SAMN15062622	PRJNA590139	Cucumis sativus	15.15	0.0	0.0	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	DRR832819	hal	SAMD01771651		Solanum tuberosum	66.26	27.37	0.35	27.02	Phytophthora infestans:26.1%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR10406062	mal	SAMN12098061	PRJNA588102	Triticum aestivum	71.16	0.66	0.66	0.0	Puccinia striiformis f. sp. tritici:0.4%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR36134915	hal	SAMN53318925	PRJNA1366519	Hordeum vulgare	53.6	3.79	3.79	0.0	Fusarium graminearum:1.0%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR35396729	hal	SAMN51337099	PRJNA1328502	Hordeum vulgare	43.39	3.36	3.36	0.0	Puccinia triticina:1.6%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR10406039	mal	SAMN12098061	PRJNA588102	Triticum aestivum	50.66	4.99	4.99	0.0	Puccinia striiformis f. sp. tritici:4.0%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR517955	mal	SAMN01085327		Arabidopsis thaliana	70.21	0.0	0.0	0.0		single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR10406063	mal	SAMN12098061	PRJNA588102	Triticum aestivum	58.35	4.02	4.02	0.0	Puccinia striiformis f. sp. tritici:2.9%; Puccinia graminis f. sp. tritici:0.3%	multi_species	True	coinf_experiment	lab	intentional co-infection experiment
G	SRR10406082	mal	SAMN12098061	PRJNA588102	Triticum aestivum	60.31	3.51	3.51	0.0	Puccinia striiformis f. sp. tritici:2.4%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR37215774	hal	SAMN55332972	PRJNA1423152	Triticum aestivum	86.26	6.43	6.43	0.0	Fusarium graminearum:3.5%	single	False	coinf_experiment	lab	intentional co-infection experiment
I	SRR36134883	hal	SAMN53318860	PRJNA1366519	Hordeum vulgare	57.83	6.33	6.33	0.0	Fusarium graminearum:1.6%; Fusarium pseudograminearum:0.4%	multi_species	True	coinf_experiment	lab	same-genus secondary (LCA collapse test)
G	SRR10406064	mal	SAMN12098061	PRJNA588102	Triticum aestivum	74.32	1.66	1.66	0.0	Puccinia striiformis f. sp. tritici:1.4%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR10406068	mal	SAMN12098061	PRJNA588102	Triticum aestivum	53.91	3.64	3.64	0.0	Puccinia striiformis f. sp. tritici:2.5%; Puccinia graminis f. sp. tritici CRL 75-36-700-3:0.4%	multi_species	True	coinf_experiment	lab	intentional co-infection experiment
G	SRR10406040	mal	SAMN12098061	PRJNA588102	Triticum aestivum	48.09	4.44	4.44	0.0	Puccinia striiformis f. sp. tritici:3.6%	single	False	coinf_experiment	lab	intentional co-infection experiment
I	SRR36134802	hal	SAMN53318827	PRJNA1366519	Hordeum vulgare	53.25	6.42	6.42	0.0	Fusarium graminearum:1.8%; Fusarium pseudograminearum:0.5%	multi_species	True	coinf_experiment	lab	same-genus secondary (LCA collapse test)
G	SRR10406074	mal	SAMN12098061	PRJNA588102	Triticum aestivum	40.69	4.5	4.5	0.0	Puccinia striiformis f. sp. tritici:2.9%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	DRR839509	hal	SAMD01757499		Triticum aestivum	26.96	58.74	58.74	0.0	Fusarium graminearum:13.4%; Fusarium pseudograminearum:1.1%	multi_species	True	coinf_experiment	unclear	intentional co-infection experiment
I	DRR217278	hal	SAMD00212265	PRJDB9515	Arabidopsis thaliana	42.51	49.09	49.09	0.0	Colletotrichum gloeosporioides:21.2%; Colletotrichum fructicola:0.8%	multi_species	True	coinf_experiment	lab	same-genus secondary (LCA collapse test)
G	SRR21798525	hal	SAMN31147672		Arabidopsis thaliana	35.04	60.83	60.83	0.0	Sclerotinia sclerotiorum:59.6%	single	False	coinf_experiment	unclear	intentional co-infection experiment
I	SRR36134881	hal	SAMN53318858	PRJNA1366519	Hordeum vulgare	61.01	3.66	3.66	0.0	Fusarium graminearum:1.0%; Fusarium pseudograminearum:0.2%	multi_species	True	coinf_experiment	lab	same-genus secondary (LCA collapse test)
G	SRR16930845	mal	SAMN22502884	PRJNA773642	eudicotyledons	9.17	1.49	1.49	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
I	SRR37215781	hal	SAMN55332987	PRJNA1423152	Triticum aestivum	73.84	18.18	18.18	0.0	Fusarium graminearum:10.3%; Fusarium pseudograminearum:0.2%	multi_species	True	coinf_experiment	lab	same-genus secondary (LCA collapse test)
I	SRR36134890	hal	SAMN53318893	PRJNA1366519	Hordeum vulgare	50.27	6.41	6.41	0.0	Fusarium graminearum:1.7%; Fusarium pseudograminearum:0.4%	multi_species	True	coinf_experiment	lab	same-genus secondary (LCA collapse test)
G	SRR21798526	hal	SAMN31147673		Arabidopsis thaliana	18.03	78.31	78.31	0.0	Sclerotinia sclerotiorum:76.8%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	ERR15114478	hal	SAMEA118547628		Hordeum vulgare	68.81	8.26	8.26	0.0	Fusarium proliferatum:2.2%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR517954	mal	SAMN01085327		Arabidopsis thaliana	70.37	0.0	0.0	0.0		single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR37215775	hal	SAMN55332992	PRJNA1423152	Triticum aestivum	58.4	31.19	31.19	0.0	Fusarium graminearum:19.3%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	DRR839504	hal	SAMD01757494		Triticum aestivum	74.52	12.02	12.02	0.0	Fusarium graminearum:5.7%; Fusarium pseudograminearum:0.5%	multi_species	True	coinf_experiment	unclear	intentional co-infection experiment
G	SRR37215771	hal	SAMN55332975	PRJNA1423152	Triticum aestivum	45.92	42.2	42.2	0.0	Fusarium graminearum:25.1%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR10406041	mal	SAMN12098061	PRJNA588102	Triticum aestivum	51.95	3.33	3.33	0.0	Puccinia striiformis f. sp. tritici:1.9%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	ERR15114477	hal	SAMEA118547627		Hordeum vulgare	68.43	6.91	6.91	0.0	Fusarium proliferatum:1.9%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR631018	mal	SAMN01831108		Arabidopsis thaliana	60.63	0.83	0.83	0.0		single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR21798527	hal	SAMN31147674		Arabidopsis thaliana	74.11	21.48	21.48	0.0	Sclerotinia sclerotiorum:21.0%	single	False	coinf_experiment	unclear	intentional co-infection experiment
I	SRR37215772	hal	SAMN55332974	PRJNA1423152	Triticum aestivum	71.06	12.32	12.32	0.0	Fusarium graminearum:7.3%; Fusarium pseudograminearum:0.1%	multi_species	True	coinf_experiment	lab	same-genus secondary (LCA collapse test)
G	SRR22139838	mal	SAMN31571470	PRJNA895362	Citrus sinensis	3.93	0.11	0.11	0.0		single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR10406077	mal	SAMN12098061	PRJNA588102	Triticum aestivum	64.66	0.29	0.29	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR10406069	mal	SAMN12098061	PRJNA588102	Triticum aestivum	25.12	0.63	0.63	0.0	Puccinia striiformis:0.3%; Puccinia striiformis f. sp. tritici:0.2%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR621436	mal	SAMN01818699		Poaceae	9.27	22.63	22.63	0.0	Puccinia striiformis:15.1%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR27466767	hal	SAMN39191610	PRJNA1058883	Stylosanthes guianensis	35.59	15.0	15.0	0.0	Colletotrichum siamense:1.9%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR36134877	hal	SAMN53318865	PRJNA1366519	Hordeum vulgare	54.68	4.66	4.66	0.0	Fusarium graminearum:1.4%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR37270894	hal	SAMN55409545	PRJNA1425155	Triticum turgidum subsp. dicoccum	58.64	29.86	29.86	0.0	Zymoseptoria tritici:29.0%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR37270899	hal	SAMN55409551	PRJNA1425155	Triticum turgidum subsp. dicoccum	78.66	9.58	9.58	0.0	Zymoseptoria tritici:9.3%	single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR32174727	mal	SAMN46419768	PRJNA1216589	Solanum tuberosum	96.54	0.46	0.46	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR36134856	hal	SAMN53318811	PRJNA1366519	Hordeum vulgare	53.53	4.8	4.8	0.0	Fusarium graminearum:1.4%	single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR16930844	mal	SAMN22502885	PRJNA773642	Petroselinum crispum	28.81	0.0	0.0	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR11928842	mal	SAMN15062621	PRJNA590139	Cucumis sativus	17.14	0.0	0.0	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR631019	mal	SAMN01831108		Arabidopsis thaliana	70.73	0.0	0.0	0.0		single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR32174729	mal	SAMN46419766	PRJNA1216589	Solanum tuberosum	97.13	0.0	0.0	0.0		single	False	coinf_experiment	lab	intentional co-infection experiment
G	SRR37270896	hal	SAMN55409547	PRJNA1425155	Triticum turgidum subsp. dicoccum	48.22	38.65	38.65	0.0	Puccinia triticina:0.6%	single	False	coinf_experiment	unclear	intentional co-infection experiment
I	SRR445434	hal	SAMN00828651		Zea mays	80.31	1.28	1.28	0.0	Aspergillus niger:1.3%; Aspergillus niger CBS 513.88:0.1%	multi_species	True	coinf_experiment	unclear	same-genus secondary (LCA collapse test)
G	SRR631017	mal	SAMN01831108		Arabidopsis thaliana	67.56	0.32	0.32	0.0		single	False	coinf_experiment	unclear	intentional co-infection experiment
I	DRR217272	hal	SAMD00212259	PRJDB9515	Arabidopsis thaliana	51.88	40.73	40.73	0.0	Colletotrichum fructicola:7.2%; Colletotrichum gloeosporioides:0.5%	multi_species	True	coinf_experiment	lab	same-genus secondary (LCA collapse test)
G	SRR22139846	mal	SAMN31571471	PRJNA895362	Citrus sinensis	24.11	0.0	0.0	0.0		single	False	coinf_experiment	unclear	intentional co-infection experiment
G	SRR10406075	mal	SAMN12098061	PRJNA588102	Triticum aestivum	78.9	0.84	0.84	0.0	Puccinia striiformis f. sp. tritici:0.5%; Puccinia graminis f. sp. tritici:0.1%	multi_species	True	coinf_experiment	lab	intentional co-infection experiment
