Run	fungi_pct	oomycota_pct	nematoda_pct	analyzed
SRR6942235	1.7554813655637829	0.0	0.0	36139945
SRR28892955	0.0	0.24860948422865975	0.0	24668005
ERR2099122	14.799722467326587	0.0	0.0	23167002
ERR15005465	16.85253664312655	0.0	0.0	17446246
ERR5696283	0.0	0.0	0.0	4581023
ERR4315226	0.48661006916834526	0.0	0.0	18242738
ERR8571440	0.0	0.0	0.0	19569459
ERR3170209	2.898490683694397	0.0	0.0	17620826
ERR3170234	7.300312960840747	0.0	0.0	21661496
ERR1607793	0.5677848950023008	0.0	0.0	26454913
SRR13003607	92.27464199151643	0.0	0.0	59185050
SRR35697949	0.3141371353644602	0.0	0.0	41689436
SRR17893323	44.03195660335059	0.0	0.0	27985202
SRR364403	1.849157098718713	0.0	0.0	13291948
ERR4315178	0.2704713060539921	0.0	0.0	20656535
SRR2431466	3.1644511714485133	0.0	0.0	45809397
SRR6942252	0.17121768788770567	0.0	0.0	53718749
ERR15005491	24.72594776260185	0.0	0.0	22549898
ERR4315288	0.846712448138651	0.0	0.0	23040762
SRR12319276	0.9696683226114454	0.0	0.0	15867075
SRR2134908	0.0	0.0	0.0	60519488
ERR13105519	33.6597712084042	0.0	0.0	22776973
SRR17137493	0.0	19.951163204618055	0.0	54762807
ERR1607743	0.5285577255104219	0.0	0.0	27427657
ERR1954097	0.14198943409485293	0.0	0.0	8925312
ERR3047565	0.0	0.0	0.0	19260107
SRR391840	1.0406681982084498	0.0	0.0	7408221
ERR11403685	0.0	0.0	0.0	7932156
ERR13166132	53.85175453889851	0.0	0.0	22954578
SRR14300175	52.163760897363574	0.0	0.0	21442457
SRR18253518	0.0	0.0	0.0	45962334
SRR18253613	0.0	0.0	0.0	62874739
ERR3170268	4.007663037429199	0.0	0.0	18040888
ERR5960069	0.7096865043922824	0.0	0.0	17476449
SRR3657377	0.0	0.0	0.0	64515982
ERR12013031	45.20472500235193	0.0	0.0	10863402
SRR18253559	0.0	0.0	0.0	65956334
SRR32938363	0.15977162210916407	4.236302634288144	0.0	85639113
SRR35833128	9.215852042844805	0.0	0.0	4934834
SRR10406065	0.15300535565986628	0.0	0.0	27517991
SRR26051902	51.97709997022197	0.0	0.0	14974129
SRR11214633	53.22020093766441	0.0	0.0	19094678
SRR23706866	0.0	0.0	0.0	77495242
SRR18253627	0.0	0.0	0.0	49724502
SRR5010575	1.1150921414249737	0.0	0.0	50345705
ERR15005451	7.743827441755423	0.0	0.0	17667310
SRR8891635	0.0	0.0	0.0	11014868
SRR7640296	0.1432134085898646	0.0	0.0	76124157
ERR6548362	0.0	0.0	0.0	51148284
SRR11214599	41.06730093352942	0.0	0.0	16188349
ERR4315452	0.1703560225352788	0.0	0.0	20694308
SRR30771149	5.11356357119936	0.0	0.0	27077301
SRR32908656	0.0	0.0	0.0	5528809
SRR8569205	0.0	0.0	0.0	313066
SRR32908672	0.39439929289607845	0.0	0.0	81469213
SRR29076510	5.524572188486774	0.0	0.0	31176405
SRR5115641	0.0	0.0	0.0	3859028
ERR3170227	3.391942657052832	0.0	0.0	18820100
SRR32908631	0.0	0.0	0.0	64420099
SRR12855412	0.8489534528215779	0.0	0.0	31226447
SRR24010229	6.240321672068359	0.0	0.0	24112507
SRR12989784	1.3522101917760143	0.0	0.0	76501642
SRR25865096	0.4210508943921051	0.0	0.0	45081961
SRR24010244	5.088224643209113	0.0	0.0	28707852
SRR13349970	1.5323407048416555	0.0	0.0	64159687
SRR39231534	0.0	0.4769972380021342	0.0	17426516
SRR23959443	0.0	0.0	0.0	50841973
SRR34575273	16.33237637385179	0.0	0.0	12857737
ERR8571421	0.0	0.0	0.0	20601106
ERR3500515	0.168302868544072	0.0	0.0	42756847
ERR5696233	0.0	0.0	0.0	4327326
ERR4315666	0.0	0.0	0.0	38010357
ERR2593112	10.462815513341264	0.0	0.0	53583273
SRR30278511	0.0	0.0	0.0	20378418
SRR21195572	24.691091742684453	0.0	0.0	36269911
SRR391842	0.9108537982965758	0.0	0.0	8858392
DRR195596	1.7835678399824706	0.0	0.0	17890040
SRR27895710	51.91215375017521	0.0	0.0	18193150
SRR27482744	0.0	0.0	0.0	63551104
SRR3233288	0.0	0.0	0.0	39096484
SRR22392804	0.0	0.0	0.0	58188110
ERR13150779	50.20606383908777	0.0	0.0	22922508
ERR4315339	0.1852842667484245	0.0	0.0	18056579
ERR13148999	24.237741422423845	0.0	0.0	22898660
SRR29888319	1.467691566440467	0.0	0.0	39289045
SRR33696088	43.083788387119185	0.0	0.0	58972516
ERR1607781	0.4913675023731555	0.0	0.0	19245473
SRR20324145	0.0	0.0	0.0	25335951
SRR14235790	0.0	0.0	0.0	27965103
SRR13608605	0.12367298221310176	0.0	0.0	150723300
ERR8571403	0.0	0.0	0.0	23280351
ERR4315334	0.6192649958800902	0.0	0.0	23581827
SRR3233287	0.12714647498636747	0.0	0.0	37647131
SRR23606914	12.161640773487711	0.0	0.0	22810705
SRR28258189	71.98580221512523	0.0	0.0	34831349
SRR29385653	91.67206653920375	0.0	0.0	17744246
SRR30278491	0.0	0.0	0.0	20138594
SRR3750715	0.0	0.0	0.0	11018172
SRR31647327	16.621825120930165	0.0	0.0	8450125
SRR391833	12.853022765154806	0.0	0.0	11322216
SRR33312913	70.66221805335039	0.0	0.0	24872170
ERR13105569	18.768580659897857	0.0	0.0	22940520
SRR34575253	29.22832023747902	0.0	0.0	13930999
ERR12013035	38.53723505093013	0.0	0.0	15112763
SRR4240604	55.215002580254016	0.0	0.0	22685751
SRR5004505	0.0	0.0	0.0	21466176
SRR20324127	0.0	0.0	0.0	20908640
SRR35256586	5.980283622031149	0.0	0.0	54734394
SRR8606626	0.0	0.0	0.0	70757230
SRR8606639	0.0	0.0	0.0	68573530
SRR28892973	0.0	0.0	0.0	24419605
SRR10181223	1.5820408230853826	0.0	0.0	20049293
SRR33696077	41.276902932166	0.0	0.0	54006799
SRR35750199	0.0	0.0	0.0	8373520
SRR28258087	40.35820167768657	0.0	0.0	26349737
ERR3170188	1.9227271423144277	0.0	0.0	18786493
SRR3750708	0.0	0.0	0.0	41478355
SRR19648058	0.6351673535968826	0.0	0.0	50631538
SRR30606527	4.198875181306665	0.0	0.0	42341935
SRR32817863	0.0	0.0	0.0	30252610
ERR4315378	0.4110591624108168	0.0	0.0	21508826
ERR4761820	3.441663190032581	0.0	0.0	21021290
